ma_truong,ten_truong,dia_diem,ma_nganh,ten_nganh,diem,to_hop_mon,nam
NHF,Đại học Hà Nội,Hà Nội,7220209,Ngôn ngữ Nhật,34.47,"D01, D06",2020
NHF,Đại học Hà Nội,Hà Nội,7220202,Ngôn ngữ Nga,28.93,"D01, D02",2020
NHF,Đại học Hà Nội,Hà Nội,7220208,Ngôn ngữ Italia,30.43,D01,2020
NHF,Đại học Hà Nội,Hà Nội,7220201,Ngôn ngữ Anh,34.82,D01,2020
NHF,Đại học Hà Nội,Hà Nội,7220206,Ngôn ngữ Tây Ban Nha,31.73,D01,2020
NHF,Đại học Hà Nội,Hà Nội,7220204,Ngôn ngữ Trung Quốc,34.63,"D01, D04",2020
NHF,Đại học Hà Nội,Hà Nội,7220210,Ngôn ngữ Hàn Quốc,35.38,D01,2020
NHF,Đại học Hà Nội,Hà Nội,7220203,Ngôn ngữ Pháp,32.83,"D01, D03",2020
NHF,Đại học Hà Nội,Hà Nội,7810103,Quản trị dịch vụ du lịch và lữ hành,33.27,D01,2020
NHF,Đại học Hà Nội,Hà Nội,7340101,Quản trị Kinh doanh,33.2,D01,2020
NHF,Đại học Hà Nội,Hà Nội,7310601,Quốc tế học,31.3,D01,2020
NHF,Đại học Hà Nội,Hà Nội,7340201,Tài chính – Ngân hàng,31.5,D01,2020
NHF,Đại học Hà Nội,Hà Nội,7320109,Truyền thông doanh nghiệp,32.2,"D01, D03",2020
NHF,Đại học Hà Nội,Hà Nội,7320104,Truyền thông đa phương tiện,25.4,D01,2020
DVL,Đại học Văn Lang,TP HCM,7420205,Công nghệ sinh học y dược,16.0,"A00, B00, D07, D08",2020
DVL,Đại học Văn Lang,TP HCM,7480201,Công nghệ thông tin,18.0,"A00, A01, D01, D10",2020
DVL,Đại học Văn Lang,TP HCM,7510301,"Công nghệ kỹ thuật điện, điện tử",16.0,"A00, A01, C01, D01",2020
DVL,Đại học Văn Lang,TP HCM,7510205,Công nghệ kỹ thuật ô tô,17.0,"A00, A01, C01, D01",2020
DVL,Đại học Văn Lang,TP HCM,7420201,Công nghệ sinh học,16.0,"A00, A02, B00, B08",2020
DVL,Đại học Văn Lang,TP HCM,7510406,Công nghệ kỹ thuật Môi trường,16.0,"A00, B00, D07, D08",2020
DVL,Đại học Văn Lang,TP HCM,7720301,Điều dưỡng,19.0,"B00, C08, D07, D08",2020
DVL,Đại học Văn Lang,TP HCM,7310608,Đông phương học,18.0,"A01, C00, D01, D04",2020
DVL,Đại học Văn Lang,TP HCM,7720201,Dược học,21.0,"A00, B00, D07",2020
DVL,Đại học Văn Lang,TP HCM,7340301,Kế toán,17.0,"A00, A01, D01, D10",2020
DVL,Đại học Văn Lang,TP HCM,7580101,Kiến trúc,17.0,"H02, V00, V01",2020
DVL,Đại học Văn Lang,TP HCM,7340121,Kinh doanh thương mại,18.0,"A00, A01, C01, D01",2020
DVL,Đại học Văn Lang,TP HCM,7520115,"Kỹ thuật nhiệt (3 chuyên ngành: Kỹ thuật điện lạnh; Máy lạnh, điều hòa không khí và thông gió; Máy lạnh và thiết bị thực phẩm)",16.0,"A00, A01, D07",2020
DVL,Đại học Văn Lang,TP HCM,7580201,Kỹ thuật xây dựng,16.0,"A00, A01, D01, D07",2020
DVL,Đại học Văn Lang,TP HCM,7720601,Kỹ thuật xét nghiệm y học,19.0,"A00, B00, D07, D08",2020
DVL,Đại học Văn Lang,TP HCM,7480103,Kỹ thuật phần mềm,17.0,"A00, A01, D01, D10",2020
DVL,Đại học Văn Lang,TP HCM,7380107,Luật kinh tế,17.0,"A00, A01, C00, D01",2020
DVL,Đại học Văn Lang,TP HCM,7340115,Marketing,19.0,"A00, A01, C01, D01",2020
DVL,Đại học Văn Lang,TP HCM,7380101,Ngành Luật,18.0,"A00, A01, C00, D01",2020
DVL,Đại học Văn Lang,TP HCM,7220201,Ngôn ngữ Anh,19.0,"D01, D08, D10",2020
DVL,Đại học Văn Lang,TP HCM,7210208,Piano,18.0,N00,2020
DVL,Đại học Văn Lang,TP HCM,7810103,Quản trị dịch vụ du lịch và lữ hành,18.0,"A00, A01, D01, D03",2020
DVL,Đại học Văn Lang,TP HCM,7580302,Quản lý xây dựng,16.0,"A00, A01, D01, D07",2020
DVL,Đại học Văn Lang,TP HCM,7340101,Quản trị Kinh doanh,18.0,"A00, A01, C01, D01",2020
DVL,Đại học Văn Lang,TP HCM,7810201,Quản trị khách sạn,19.0,"A00, A01, D01, D03",2020
DVL,Đại học Văn Lang,TP HCM,7320108,Quan hệ công chúng,19.0,"A00, A01, C00, D01",2020
DVL,Đại học Văn Lang,TP HCM,7720501,Răng- Hàm -Mặt,22.0,"A00, B00, D07, D08",2020
DVL,Đại học Văn Lang,TP HCM,7340201,Tài chính – Ngân hàng,18.0,"A00, A01, C04, D01",2020
DVL,Đại học Văn Lang,TP HCM,7310401,Tâm lý học,18.0,"B00, B03, C00, D01",2020
DVL,Đại học Văn Lang,TP HCM,7210205,Thanh nhạc,18.0,N00,2020
DVL,Đại học Văn Lang,TP HCM,7210402,Thiết kế công nghiệp,16.0,"H03, H04, H05, H06",2020
DVL,Đại học Văn Lang,TP HCM,7210403,Thiết kế đồ họa,18.0,"H03, H04, H05, H06",2020
DVL,Đại học Văn Lang,TP HCM,7580108,Thiết kế nội thất,17.0,"H03, H04, H05, H06",2020
DVL,Đại học Văn Lang,TP HCM,7210404,Thiết kế thời trang,16.0,"H03, H04, H05, H06",2020
DVL,Đại học Văn Lang,TP HCM,7229030,Văn học,16.0,"C00, D01, D14, D66",2020
TCT,Đại học Cần Thơ,Cần Thơ,7620112,Bảo vệ thực vật,16.0,"B00, B08, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7620302,Bệnh học thủy sản,15.0,"A00, B00, B08, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7620105,Chăn nuôi,15.0,"A00, A02, B00, B08",2020
TCT,Đại học Cần Thơ,Cần Thơ,7310201,Chính trị học,24.0,"C00, C19, D14, D15",2020
TCT,Đại học Cần Thơ,Cần Thơ,7420201T,Công nghệ sinh học (Chương trình tiên tiến),16.0,"A01, B08, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7540105,Công nghệ chế biến thủy sản,17.0,"A00, A01, B00, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7480201,Công nghệ thông tin,24.25,"A00, A01",2020
TCT,Đại học Cần Thơ,Cần Thơ,7510401C,Công nghệ kỹ thuật hoá học (Chương trình chất lượng cao),16.0,"A01, B08, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7480201H,Công nghệ thông tin (Đào tạo tại Khu Hòa An),18.0,"A00, A01",2020
TCT,Đại học Cần Thơ,Cần Thơ,7420201,Công nghệ sinh học,21.0,"A00, B00, B08, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7480201C,Công nghệ thông tin (CTCLC),20.0,"A01, D01, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7540104,Công nghệ sau thu hoạch,15.0,"A00, A01, B00, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7620113,Công nghệ rau hoa quả và cảnh quan,15.0,"A00, B00, B08, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7540101C,Công nghệ thực phẳm,15.25,"A01, B08, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7540101,Công nghệ thực phẩm,23.5,"A00, A01, B00, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7510401,Công nghệ kỹ thuật hoá học,19.0,"A00, A01, B00, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7460112,ĐH Toán ứng dụng,15.0,"A00, A01, A02, B00",2020
TCT,Đại học Cần Thơ,Cần Thơ,7620301,ĐH Nuôi trồng thủy sản,16.0,"A00, B00, B08, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7140202,Giáo dục Tiểu học,22.25,"A00, C01, D01, D03",2020
TCT,Đại học Cần Thơ,Cần Thơ,7140206,Giáo dục Thể chất,17.5,"T00, T01, T06",2020
TCT,Đại học Cần Thơ,Cần Thơ,7140204,Giáo dục Công dân,21.0,"C00, D14, D15, D19",2020
TCT,Đại học Cần Thơ,Cần Thơ,7480104,Hệ thống thông tin,19.0,"A00, A01",2020
TCT,Đại học Cần Thơ,Cần Thơ,7720203,Hoá dược,24.75,"A00, B00, C02, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7440112,Hóa học,15.0,"A00, B00, C02, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7340301,Kế toán,25.0,"A00, A01, C02, D01",2020
TCT,Đại học Cần Thơ,Cần Thơ,7620110,Khoa học cây trồng,15.0,"A02, B00, B08, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7620103,Khoa học đất,15.0,"A00, B00, B08, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7480101,Khoa học máy tính,21.0,"A00, A01",2020
TCT,Đại học Cần Thơ,Cần Thơ,7440301,Khoa học môi trường,15.0,"A00, A02, B00, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7340302,Kiểm toán,24.0,"A00, A01, C02, D01",2020
TCT,Đại học Cần Thơ,Cần Thơ,7340121,Kinh doanh thương mại,24.75,"A00, A01, C02, D01",2020
TCT,Đại học Cần Thơ,Cần Thơ,7620114H,Kinh doanh nông nghiệp (Đào tạo tại Khu Hòa An),15.0,"A00, A01, C02, D01",2020
TCT,Đại học Cần Thơ,Cần Thơ,7340120C,Kinh doanh quốc tế (Chương trình chất lượng cao),23.0,"A01, D01, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7620115H,Kinh tế nông nghiệp (Đào tạo tại Khu Hòa An),15.75,"A00, A01, C02, D01",2020
TCT,Đại học Cần Thơ,Cần Thơ,7310101,Kinh tế,24.5,"A00, A01, C02, D01",2020
TCT,Đại học Cần Thơ,Cần Thơ,7620115,Kinh tế nông nghiệp,22.5,"A00, A01, C02, D01",2020
TCT,Đại học Cần Thơ,Cần Thơ,7850102,Kinh tế tài nguyên thiên nhiên,21.5,"A00, A01, C02, D01",2020
TCT,Đại học Cần Thơ,Cần Thơ,7580205,Kỹ thuật xây dựng công trình giao thông,15.0,"A00, A01",2020
TCT,Đại học Cần Thơ,Cần Thơ,7520201,Kỹ thuật điện,20.0,"A00, A01, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7520309,Kỹ thuật vật liệu,15.0,"A00, A01, B00, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7480103,Kỹ thuật phần mềm,22.5,"A00, A01",2020
TCT,Đại học Cần Thơ,Cần Thơ,7520103,Kỹ thuật cơ khí,23.25,"A00, A01",2020
TCT,Đại học Cần Thơ,Cần Thơ,7520114,Kỹ thuật cơ điện tử,21.5,"A00, A01",2020
TCT,Đại học Cần Thơ,Cần Thơ,7520201C,Kỹ thuật Điện (CTCLC),15.0,"A01, D01, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7580201C,Kỹ thuật xây dựng (Chương trình chất lượng cao),15.0,"A01, D01, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7580202,Kỹ thuật xây dựng công trình thủy,15.0,"A00, A01",2020
TCT,Đại học Cần Thơ,Cần Thơ,7480106,Kỹ thuật máy tính,16.5,"A00, A01",2020
TCT,Đại học Cần Thơ,Cần Thơ,7580201,Kỹ thuật xây dựng,21.0,"A00, A01",2020
TCT,Đại học Cần Thơ,Cần Thơ,7380101H,Luật (Chuyên ngành Luật Hành chính); Học tại khu Hòa An - Tỉnh Hậu Giang,22.5,"A00, C00, D01, D03",2020
TCT,Đại học Cần Thơ,Cần Thơ,7480102,Mạng máy tính và truyền thông dữ liệu,16.5,"A00, A01",2020
TCT,Đại học Cần Thơ,Cần Thơ,7340115,Marketing,25.0,"A00, A01, C02, D01",2020
TCT,Đại học Cần Thơ,Cần Thơ,7380101,Ngành Luật,24.5,"A00, C00, D01, D03",2020
TCT,Đại học Cần Thơ,Cần Thơ,7520216,Ngành Kỹ thuật điều khiển & Tự động hóa,21.5,"A00, A01",2020
TCT,Đại học Cần Thơ,Cần Thơ,7340120,Ngành Kinh doanh quốc tế,25.75,"A00, A01, C02, D01",2020
TCT,Đại học Cần Thơ,Cần Thơ,7520320,Ngành Kỹ thuật môi trường,15.0,"A00, A01, B00, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7520207,Ngành Kỹ thuật điện tử truyền thông,16.5,"A00, A01",2020
TCT,Đại học Cần Thơ,Cần Thơ,7220201C,Ngôn ngữ Anh (CTCLC),20.5,"D01, D14, D15",2020
TCT,Đại học Cần Thơ,Cần Thơ,7220201,Ngôn ngữ Anh,24.5,"D01, D14, D15",2020
TCT,Đại học Cần Thơ,Cần Thơ,7220203,Ngôn ngữ Pháp,17.0,"D01, D03, D14, D64",2020
TCT,Đại học Cần Thơ,Cần Thơ,7220201H,Ngôn ngữ Anh (Đào tạo tại Khu Hòa An),22.25,"D01, D14, D15",2020
TCT,Đại học Cần Thơ,Cần Thơ,7620109,Nông học,15.0,"B00, B08, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7620301T,Nuôi trồng thuỷ sản (chương trình tiên tiến),15.0,"A01, B08, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7340101H,Quản trị kinh doanh (Đào tạo tại Khu Hòa An),22.75,"A00, A01, C02, D01",2020
TCT,Đại học Cần Thơ,Cần Thơ,7850101,Quản lý tài nguyên và môi trường,18.0,"A00, A01, B00, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7810103,Quản trị dịch vụ du lịch và lữ hành,24.25,"A00, A01, C02, D01",2020
TCT,Đại học Cần Thơ,Cần Thơ,7340101,Quản trị Kinh doanh,25.25,"A00, A01, C02, D01",2020
TCT,Đại học Cần Thơ,Cần Thơ,7510601,Quản lý công nghiệp,22.5,"A00, A01, D01",2020
TCT,Đại học Cần Thơ,Cần Thơ,7850103,Quản lý đất đai,18.0,"A00, A01, B00, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7620305,Quản lý thủy sản,15.0,"A00, B00, B08, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7420101,Sinh hoc,15.0,"A02, B00, B03, B08",2020
TCT,Đại học Cần Thơ,Cần Thơ,7420203,Sinh học ứng dụng,15.0,"A00, A01, B00, B08",2020
TCT,Đại học Cần Thơ,Cần Thơ,7140209,Sư phạm Toán học,24.0,"A00, B01, B08, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7140211,Sư phạm Vật lý,18.5,"A00, A01, D01, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7140219,Sư phạm Địa lý,22.25,"C00, C04, D15, D44",2020
TCT,Đại học Cần Thơ,Cần Thơ,7140233,Sư phạm Tiếng Pháp,18.5,"D01, D03, D14, D64",2020
TCT,Đại học Cần Thơ,Cần Thơ,7140213,Sư phạm Sinh học,18.5,"B00, B08",2020
TCT,Đại học Cần Thơ,Cần Thơ,7140231,Sư phạm Tiếng Anh,23.75,"D01, D14, D15",2020
TCT,Đại học Cần Thơ,Cần Thơ,7140210,Sư phạm Tin học (Chuyên ngành Tin học – Công nghệ Tiểu học),18.5,"A00, A01, D01, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7140212,Sư phạm Hóa học,22.25,"A00, B00, D07, D24",2020
TCT,Đại học Cần Thơ,Cần Thơ,7140218,Sư phạm Lịch sử,19.0,"C00, D14, D64",2020
TCT,Đại học Cần Thơ,Cần Thơ,7140217,Sư phạm Ngữ văn,22.5,"C00, D14, D15",2020
TCT,Đại học Cần Thơ,Cần Thơ,7340201,Tài chính – Ngân hàng,24.75,"A00, A01, C02, D01",2020
TCT,Đại học Cần Thơ,Cần Thơ,7340201C,Tài chính – Ngân hàng (Chương trình chất lượng cao),21.0,"A01, D01, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7320201,Thông tin - thư viện,18.5,"A01, D01, D03, D29",2020
TCT,Đại học Cần Thơ,Cần Thơ,7640101,Thú y,22.25,"A02, B00, B08, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7229001,Triết học,22.0,"C00, C19, D14, D15",2020
TCT,Đại học Cần Thơ,Cần Thơ,7229030,Văn học,22.0,"C00, D01, D14, D15",2020
TCT,Đại học Cần Thơ,Cần Thơ,7520401,Vật lý kỹ thuật,15.0,"A00, A01, B00, D07",2020
TCT,Đại học Cần Thơ,Cần Thơ,7310301,Xã hội học,24.0,"A01, C00, C19, D01",2020
DTL,Đại học Thăng Long,Hà Nội,7480201,Công nghệ thông tin,21.96,"A00, A01",2020
DTL,Đại học Thăng Long,Hà Nội,7720301,Điều dưỡng,19.15,B00,2020
DTL,Đại học Thăng Long,Hà Nội,7340301,Kế toán,21.85,"A00, A01, D01, D07",2020
DTL,Đại học Thăng Long,Hà Nội,7480101,Khoa học máy tính,20.0,"A00, A01",2020
DTL,Đại học Thăng Long,Hà Nội,7510605,Logistics và Quản lý chuỗi cung ứng,23.35,"A00, A01, D01, D07",2020
DTL,Đại học Thăng Long,Hà Nội,7380107,Luật kinh tế,21.35,"A00, A01, C00, D01",2020
DTL,Đại học Thăng Long,Hà Nội,7340115,Marketing,23.9,"A00, A01, D01, D07",2020
DTL,Đại học Thăng Long,Hà Nội,7220201,Ngôn ngữ Anh,21.73,"D01, D78, D90",2020
DTL,Đại học Thăng Long,Hà Nội,7220209,Ngôn ngữ Nhật,22.26,"D01, D06, D78, D90",2020
DTL,Đại học Thăng Long,Hà Nội,7220204,Ngôn ngữ Trung Quốc,24.2,"D01, D04, D78, D90",2020
DTL,Đại học Thăng Long,Hà Nội,7220210,Ngôn ngữ Hàn Quốc,23.0,"D01, D78, D90",2020
DTL,Đại học Thăng Long,Hà Nội,7340101,Quản trị Kinh doanh,22.6,"A00, A01, D01, D07",2020
DTL,Đại học Thăng Long,Hà Nội,7810103,Quản trị dịch vụ du lịch và lữ hành,21.9,"A00, A01, D01, D07",2020
DTL,Đại học Thăng Long,Hà Nội,7340201,Tài chính – Ngân hàng,21.85,"A00, A01, D01, D07",2020
DTL,Đại học Thăng Long,Hà Nội,7480207,Trí tuệ nhân tạo,20.0,"A00, A01",2020
DTL,Đại học Thăng Long,Hà Nội,7320104,Truyền thông đa phương tiện,24.0,"A00, A01, C00, D01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7850201,Bảo hộ lao động,24.0,"A00, A01, B00, D07",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7760101,Công tác xã hội,24.0,"A01, C00, C01, D01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,FA7420201,Công nghệ sinh học - Chất lượng cao giảng dạy 100% tiếng Anh,24.0,"B00, D08",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7420201,Công nghệ sinh học,27.0,"A00, B00, D08",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,F7420201,Công nghệ sinh học - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,24.0,"A00, B00, D08",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7510406,Công nghệ kỹ thuật Môi trường,24.0,"A00, A01, B00, D07",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7460112,ĐH Toán ứng dụng,24.0,"A00, A01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7720201,Dược học,33.0,"A00, B00, D07",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7340301,Kế toán,33.5,"A00, A01, C01, D07",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,F7340301,Kế toán - Chất lượng cao,27.5,"A00, A01, C00, D01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,N7340301,Kế toán -Chương trình học 02 năm đầu tại Nha Trang,25.0,"A00, A01, C01, D01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7480101,Khoa học máy tính,33.75,"A00, A01, D01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,F7480101,Khoa học máy tính - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,30.0,"A00, A01, D01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,FA7480101,Khoa học máy tính - Chất lượng cao giảng dạy 100% tiếng Anh,24.0,"A01, D01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7440301,Khoa học môi trường,24.0,"A00, A01, B00, D07",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7580101,Kiến trúc,25.5,"V00, V01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,F7340120,Kinh doanh quốc tế - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,33.0,"A00, A01, D01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7520201,Kỹ thuật điện,28.0,"A00, A01, C01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,N7480103,Kỹ thuật phần mềm,25.0,"A00, A01, D01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7580201,Kỹ thuật xây dựng,27.75,"A00, A01, C01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,F7580201,Kỹ thuật xây dựng - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,24.0,"A00, A01, C01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,F7520201,Kỹ thuật điện -Chất lượng cao giảng dạy bằng tiếng Anh - Việt,24.0,"A00, A01, C01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7480103,Kỹ thuật phần mềm,34.5,"A00, A01, D01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,F7480103,Kỹ thuật phần mềm - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,31.5,"A00, A01, D01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7580205,Kỹ thuật xây dựng công trình giao thông,24.0,"A00, A01, C01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7520301,Kỹ thuật hóa học,28.0,"A00, B00, D07",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,F7520216,Kỹ thuật điều khiển và tự động hóa (Chất lượng cao),24.0,"A00, A01, C01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7520114,Kỹ thuật cơ điện tử,28.75,"A00, A01, C01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,F7520207,Kỹ thuật điện tử - viễn thông - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,24.0,"A00, A01, C01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,N7380101,Luật -Chương trình 02 năm đầu học tại Nha Trang,25.0,"A00, A01, C00, D01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,F7380101,Luật - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,29.0,"A00, A01, C01, D01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7480102,Mạng máy tính và truyền thông dữ liệu,33.0,"A00, A01, D01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7340115,Marketing,35.25,"A00, A01, D01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,N7340115,Marketing -Chương trình 02 năm đầu học tại Nha Trang,26.0,"A00, A01, D01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,F7340115,Marketing -Chất lượng cao giảng dạy bằng tiếng Anh - Việt,33.0,"A00, A01, D01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,FA7340115,Marketing - Chất lượng cao giảng dạy 100% tiếng Anh,25.5,"A01, D01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7520216,Ngành Kỹ thuật điều khiển & Tự động hóa,31.25,"A00, A01, C01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7380101,Ngành Luật,33.25,"A00, A01, C01, D01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7520207,Ngành Kỹ thuật điện tử truyền thông,28.0,"A00, A01, C01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7340120,Ngành Kinh doanh quốc tế,35.25,"A00, A01, D01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7220204,Ngôn ngữ Trung Quốc,31.5,"D01, D04, D11, D55",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,N7220201,Ngôn ngữ Anh -Chương trình 02 năm đầu học tại Nha Trang,26.0,"D01, D11",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,FA7220201,Ngôn ngữ Anh -Chất lượng cao giảng dạy 100% tiếng Anh,25.0,D01,2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7220201,Ngôn ngữ Anh,33.25,"D01, D11",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,F7220201,Ngôn ngữ Anh -Chất lượng cao giảng dạy bằng tiếng Anh - Việt,30.75,"D01, D11",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,F7340101N,Quản trị kinh doanh (Chuyên ngành: Quản trị nhà hàng - khách sạn) - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,31.5,"A00, A01, D01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7340101,Quản trị Kinh doanh,34.25,"A00, A01, D01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7340101N,Quản trị kinh doanh (Chuyên ngành Quản trị Nhà hàng - Khách sạn),34.25,"A00, A01, D01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7340408,Quan hệ lao động (CN Quản lý Quan hệ lao động. CN Hành vi tổ chức),29.0,"A00, A01, C01, D01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,F7340101,Quản trị kinh doanh (Chuyên ngành: Quản trị nguồn nhân lực) - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,33.0,"A00, A01, D01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,N7340101N,Quản trị kinh doanh. Chuyên ngành: Quản trị nhà hàng - khách sạn -Chương trình 02 năm đầu học tại Nha Trang,26.0,"A00, A01, D01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,FA7340101N,Quản trị kinh doanh (Chuyên ngành: Quản trị nhà hàng - khách sạn) - Chất lượng cao giảng dạy 100% tiếng Anh,25.0,"A01, D01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7810301,Quản lý thể dục thể thao,29.75,"A01, D01, T00, T01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7580105,Quy hoạch vùng và đô thị,24.0,"A00, A01, V00, V01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,F7340201,Tài chính - Ngân hàng - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,29.25,"A00, A01, D01, D07",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7340201,Tài chính – Ngân hàng,33.5,"A00, A01, D01, D07",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7210403,Thiết kế đồ họa,30.0,"H00, H01, H02, H03",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7580108,Thiết kế nội thất,27.0,"H02, H03, V00, V01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7210404,Thiết kế thời trang,25.0,"H00, H01, H02, H03",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,F7210403,Thiết kế đồ họa - Chất lượng cao giảng dạy bằng tiếng Anh - Việt,24.0,"H00, H01, H02, H03",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7460201,Thống kê,24.0,"A00, A01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,F7310630Q,Việt Nam học (Chuyên ngành: Du lịch và Quản lý du lịch)- Chất lượng cao giảng dạy bằng tiếng Anh - Việt,28.0,"D01, D11",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,7310630Q,Việt Nam học (Chuyên ngành Du lịch và Quản lý du lịch),32.75,"A01, C00, C01, D01",2020
DTT,Đại học Tôn Đức Thắng,TP HCM,FA7310630Q,Việt Nam học (Chuyên ngành Du lịch và Quản lý du lịch),24.0,"A01, D01",2020
